seed,query_row,evaluation_case,method,relative_l2,error_percent
273,16,7,b5__full,0.04455979556681378,4.4559795566813785
273,10,1,b5__uniform,0.08094486483044148,8.094486483044149
273,11,2,b5__uniform,0.08046849981239644,8.046849981239644
273,12,3,b5__uniform,0.06351632291948009,6.351632291948009
273,13,4,b5__uniform,0.06141195376390333,6.141195376390333
273,14,5,b5__uniform,0.05414382502727602,5.4143825027276025
273,15,6,b5__uniform,0.05954987570134002,5.954987570134002
273,16,7,b5__uniform,0.04607388365372892,4.607388365372892
273,10,1,b5__auto,0.07690141571498568,7.690141571498568
273,11,2,b5__auto,0.07925194464523624,7.925194464523624
273,12,3,b5__auto,0.05952276133598927,5.952276133598927
273,13,4,b5__auto,0.06141122860762156,6.141122860762156
273,14,5,b5__auto,0.05520384747394442,5.520384747394442
273,15,6,b5__auto,0.06585396088180034,6.585396088180034
273,16,7,b5__auto,0.04455979556681378,4.4559795566813785
273,10,1,b5__allpairs,0.3700762833514775,37.00762833514775
273,11,2,b5__allpairs,0.27062224674666063,27.062224674666062
273,12,3,b5__allpairs,0.19251767594494745,19.251767594494744
273,13,4,b5__allpairs,0.14100808032536297,14.100808032536296
273,14,5,b5__allpairs,0.10053296976151892,10.053296976151891
273,15,6,b5__allpairs,0.08869925441155237,8.869925441155237
273,16,7,b5__allpairs,0.07548930689069738,7.5489306890697385
273,10,1,b10__selected_single,0.05740517654986265,5.740517654986265
273,11,2,b10__selected_single,0.0802000197961114,8.02000197961114
273,12,3,b10__selected_single,0.0624475136845688,6.24475136845688
273,13,4,b10__selected_single,0.0697385991608417,6.97385991608417
273,14,5,b10__selected_single,0.06588835782827697,6.588835782827697
273,15,6,b10__selected_single,0.07922904400787054,7.922904400787053
273,16,7,b10__selected_single,0.05667302347539288,5.667302347539288
273,10,1,b10__inverse_mse,0.07054771151004711,7.0547711510047115
273,11,2,b10__inverse_mse,0.07145572459149324,7.145572459149324
273,12,3,b10__inverse_mse,0.05470540828595994,5.470540828595994
273,13,4,b10__inverse_mse,0.057240644227762885,5.724064422776289
273,14,5,b10__inverse_mse,0.05134792029611847,5.134792029611847
273,15,6,b10__inverse_mse,0.05941419941851224,5.941419941851224
273,16,7,b10__inverse_mse,0.04379541211058777,4.379541211058776
273,10,1,b10__full,0.08377788085447979,8.377788085447978
273,11,2,b10__full,0.08234440854622521,8.234440854622521
273,12,3,b10__full,0.06166365021764514,6.166365021764514
273,13,4,b10__full,0.06182040133784172,6.182040133784172
273,14,5,b10__full,0.05461305504161216,5.461305504161216
273,15,6,b10__full,0.0649485332749467,6.49485332749467
273,16,7,b10__full,0.043983664942267,4.3983664942267
273,10,1,b10__uniform,0.08094486483044148,8.094486483044149
273,11,2,b10__uniform,0.08046849981239644,8.046849981239644
273,12,3,b10__uniform,0.06351632291948009,6.351632291948009
273,13,4,b10__uniform,0.06141195376390333,6.141195376390333
273,14,5,b10__uniform,0.05414382502727602,5.4143825027276025
273,15,6,b10__uniform,0.05954987570134002,5.954987570134002
273,16,7,b10__uniform,0.04607388365372892,4.607388365372892
273,10,1,b10__auto,0.08377788085447979,8.377788085447978
273,11,2,b10__auto,0.08234440854622521,8.234440854622521
273,12,3,b10__auto,0.06166365021764514,6.166365021764514
273,13,4,b10__auto,0.06182040133784172,6.182040133784172
273,14,5,b10__auto,0.05461305504161216,5.461305504161216
273,15,6,b10__auto,0.0649485332749467,6.49485332749467
273,16,7,b10__auto,0.043983664942267,4.3983664942267
273,10,1,b10__allpairs,0.3700762833514775,37.00762833514775
273,11,2,b10__allpairs,0.27062224674666063,27.062224674666062
273,12,3,b10__allpairs,0.19251767594494745,19.251767594494744
273,13,4,b10__allpairs,0.14100808032536297,14.100808032536296
273,14,5,b10__allpairs,0.10053296976151892,10.053296976151891
273,15,6,b10__allpairs,0.08869925441155237,8.869925441155237
273,16,7,b10__allpairs,0.07548930689069738,7.5489306890697385
